3,1,1011.28,839.66,134.72,207.05,1,-1,-1,-1
3,2,726.50,769.34,136.99,309.66,1,-1,-1,-1
3,3,604.05,811.98,156.45,256.38,1,-1,-1,-1
3,4,478.36,852.40,167.98,186.27,1,-1,-1,-1
3,5,266.91,838.78,186.74,228.19,1,-1,-1,-1
3,6,0.48,887.00,138.27,178.98,1,-1,-1,-1
3,7,1571.93,662.88,344.75,416.12,1,-1,-1,-1
4,1,1014.77,844.60,131.20,200.20,1,-1,-1,-1
4,2,724.22,767.77,137.72,311.23,1,-1,-1,-1
4,3,600.49,812.49,155.81,255.28,1,-1,-1,-1
4,4,476.67,852.43,167.63,186.32,1,-1,-1,-1
4,5,267.04,840.56,187.74,229.41,1,-1,-1,-1
4,6,1.46,887.00,138.39,178.95,1,-1,-1,-1
4,7,1571.66,660.38,346.63,418.62,1,-1,-1,-1
5,1,1015.55,846.62,132.03,200.06,1,-1,-1,-1
5,2,721.95,765.75,138.85,313.25,1,-1,-1,-1
5,3,597.15,811.04,157.21,257.37,1,-1,-1,-1
5,4,474.06,850.14,169.48,189.41,1,-1,-1,-1
5,5,266.70,840.37,188.03,229.84,1,-1,-1,-1
5,6,2.71,888.48,135.83,175.26,1,-1,-1,-1
5,7,1568.91,660.38,346.62,418.62,1,-1,-1,-1
6,1,1020.60,852.92,128.39,192.24,1,-1,-1,-1
6,2,718.41,762.22,140.57,316.78,1,-1,-1,-1
6,3,592.24,808.34,159.01,260.32,1,-1,-1,-1
6,4,472.27,847.20,170.60,191.92,1,-1,-1,-1
6,5,266.92,840.26,188.14,229.99,1,-1,-1,-1
6,6,2.92,888.97,134.63,173.31,1,-1,-1,-1
6,7,1569.80,661.18,345.78,417.82,1,-1,-1,-1
6,8,1387.96,733.09,143.38,155.42,1,-1,-1,-1
7,1,1024.19,857.05,124.85,186.94,1,-1,-1,-1
7,2,716.14,757.53,142.63,321.47,1,-1,-1,-1
7,3,584.57,806.68,159.89,262.10,1,-1,-1,-1
7,4,473.49,846.17,170.18,192.81,1,-1,-1,-1
7,5,266.20,838.80,189.04,231.43,1,-1,-1,-1
7,6,2.02,888.41,135.43,174.12,1,-1,-1,-1
7,7,1572.72,663.62,343.79,415.38,1,-1,-1,-1
7,8,1391.81,732.02,146.45,158.81,1,-1,-1,-1
